label,id,value
methylmercury as mercury,1144,methylmercury as mercury
PCB 3,1145,PCB 3
PCB 15,1146,PCB 15
g-HCH,1147,g-HCH
tri n-butyltin as tin,1148,tri n-butyltin as tin
di n-butyltin as tin,1149,di n-butyltin as tin
mono n-butyltin as tin,1150,mono n-butyltin as tin
triphenyltin as tin,1151,triphenyltin as tin
diphenyltin as tin,1152,diphenyltin as tin
benzo[c]phenanthrene,1153,benzo[c]phenanthrene
benz[a]anthracene,1154,benz[a]anthracene
benzo[j]fluoranthene,1155,benzo[j]fluoranthene
benzo[ghi]perylene,1156,benzo[ghi]perylene
nitric dioxide,1157,nitric dioxide
"cis-1,2-dichloroethylene",1158,"cis-1,2-dichloroethylene"
dinitrogen oxide,1159,dinitrogen oxide
methylchloride,1160,methylchloride
ethyl chloride,1161,ethyl chloride
4-vinyl-1-cyclohexene (4-ethenylcyclohexene),1162,4-vinyl-1-cyclohexene (4-ethenylcyclohexene)
butane,1163,butane
iso-butane,1164,iso-butane
n-Butyl paraben,1165,n-Butyl paraben
ppro,2048,ppro
gros,2049,gros
"non-polar analytes with molecular mass range 300-500 g/mol, and polarity pKow<-2",2050,"non-polar analytes with molecular mass range 300-500 g/mol, and polarity pKow<-2"
"Polar analytes with molecular mass range 300-500 g/mol, and polarity pKow>-2",2051,"Polar analytes with molecular mass range 300-500 g/mol, and polarity pKow>-2"
low polarity mycotoxins (pKow<-2),2052,low polarity mycotoxins (pKow<-2)
low polarity mycotoxins (pKow>-2),2053,low polarity mycotoxins (pKow>-2)
high polarity mycotoxins (pKow>-2),2054,high polarity mycotoxins (pKow>-2)
"organic compounds (e.g. mycotoxins, pesticides) in molecular mass range 100-500, and polarity >-2",2055,"organic compounds (e.g. mycotoxins, pesticides) in molecular mass range 100-500, and polarity >-2"
"Organic compounds (e.g. PAHs, mycotoxins, pesticides) in molecular mass range 100-500, and polarity <-2",2056,"Organic compounds (e.g. PAHs, mycotoxins, pesticides) in molecular mass range 100-500, and polarity <-2"
Drug/pesticide residues in water with molecular mass range 100-500 g/mol and low polarity <= -2,2057,Drug/pesticide residues in water with molecular mass range 100-500 g/mol and low polarity <= -2
L-proline,2058,L-proline
high polarity organic compounds with Mwt below 500,2059,high polarity organic compounds with Mwt below 500
proteinogenic amino acids (molar mass of analytes < 500 g/mol),2060,proteinogenic amino acids (molar mass of analytes < 500 g/mol)
,2061,
chlorates,2062,chlorates
methyl hydroxybenzoate,2063,methyl hydroxybenzoate
"GaAs film, AlAs film",2064,"GaAs film, AlAs film"
di-2-ethylhexyl phthalate,2065,di-2-ethylhexyl phthalate
"trans-1,2-dichloroethylene",2066,"trans-1,2-dichloroethylene"
dibromochloro methane,2067,dibromochloro methane
hydrocortison,2068,hydrocortison
methyl paraben (methyl 4-hydroxybenzoate),2069,methyl paraben (methyl 4-hydroxybenzoate)
n-propyl paraben (n-propyl 4-hydroxybenzoate),2070,n-propyl paraben (n-propyl 4-hydroxybenzoate)
2’-deoxyadenosine 5’-monophosphate,2071,2’-deoxyadenosine 5’-monophosphate
phodiquat,2072,phodiquat
carbon isotopes,2073,carbon isotopes
fluroxypyr-meptyl,2074,fluroxypyr-meptyl
bifenthrine,2075,bifenthrine
delta-HCH (hexachlorocyclohexane),2076,delta-HCH (hexachlorocyclohexane)
total acid content expressed as potassium hydrogen phthalate,2077,total acid content expressed as potassium hydrogen phthalate
total acid content expressed as amido-sulfuric (sulfamic) acid,2078,total acid content expressed as amido-sulfuric (sulfamic) acid
enrofloxacin,2079,enrofloxacin
cirofloxacin,2080,cirofloxacin
norfloxacin,2081,norfloxacin
oflofloxacin,2082,oflofloxacin
perfloxacin,2083,perfloxacin
lomefloxacin,2084,lomefloxacin
sparfloxacin,2085,sparfloxacin
levofloxacin,2086,levofloxacin
moxifloxacin,2087,moxifloxacin
gemifloxacin,2088,gemifloxacin
gatifloxacin,2089,gatifloxacin
sitafloxacin,2090,sitafloxacin
trovafloxacin,2091,trovafloxacin
delafloxacin,2092,delafloxacin
clinafloxacin,2093,clinafloxacin
sulfadiazine,2094,sulfadiazine
"chemically synthesized linear peptides of known sequence, without cross‐links, up to 5 kDa",2095,"chemically synthesized linear peptides of known sequence, without cross‐links, up to 5 kDa"
total halides expressed as sodium chloride,2096,total halides expressed as sodium chloride
"HfO2, SiO2, Si3N4, SiC et al film",2097,"HfO2, SiO2, Si3N4, SiC et al film"
Gold film,2098,Gold film
graphene oxide,2099,graphene oxide
gamma-HBCD,2100,gamma-HBCD
dimethyl phthalate,2101,dimethyl phthalate
dibutyl phthalate,2102,dibutyl phthalate
di(2-ethylhexyl) phthalate,2103,di(2-ethylhexyl) phthalate
di-n-octyl phthalate,2104,di-n-octyl phthalate
5-methyltetrahydrofolic acid,2105,5-methyltetrahydrofolic acid
high polarity (pKow >2) small organic clinical markers with molar mass range 50-500 g/mol in human serum,2106,high polarity (pKow >2) small organic clinical markers with molar mass range 50-500 g/mol in human serum
tributyltin,2107,tributyltin
aflatoxin B1,2108,aflatoxin B1
aflatoxin B2,2109,aflatoxin B2
aflatoxin G1,2110,aflatoxin G1
aflatoxin G2,2111,aflatoxin G2
total aflatoxin,2112,total aflatoxin
sucralose,2113,sucralose
"Ratio of the number of copies of specified intact sequence fragments of a length up to 150 nucleotides following extraction from a high fat/oil matrix, with a copy number ratio from 0.001 to 1",2114,"Ratio of the number of copies of specified intact sequence fragments of a length up to 150 nucleotides following extraction from a high fat/oil matrix, with a copy number ratio from 0.001 to 1"
PBDE 47,2115,PBDE 47
PBDE 99,2116,PBDE 99
PBDE 153,2117,PBDE 153
methcathinone hydrochloride,2118,methcathinone hydrochloride
tetrahydrocannabinol,2119,tetrahydrocannabinol
"3,4-methylenedioxymethamphetamine",2120,"3,4-methylenedioxymethamphetamine"
nimetazepam,2121,nimetazepam
estriol,2122,estriol
4-hydroxy-3-methoxymandelic acid,2123,4-hydroxy-3-methoxymandelic acid
L-threonine,2124,L-threonine
L-methionine,2125,L-methionine
L-tryptophan,2126,L-tryptophan
L-lysine monohydrochloride,2127,L-lysine monohydrochloride
L-arginine,2128,L-arginine
"n(xxxHg)/n(202Hg) in MeHg for xxx = 198, 199, 200, 201, 204",2129,"n(xxxHg)/n(202Hg) in MeHg for xxx = 198, 199, 200, 201, 204"
"n(xxCr)/n(53Cr) for xx = 50, 52, 54",2130,"n(xxCr)/n(53Cr) for xx = 50, 52, 54"
"n(xxZn)/n(64Zn) for xx = 66, 67, 68, 70",2131,"n(xxZn)/n(64Zn) for xx = 66, 67, 68, 70"
"n(xxZn)/n(67Zn) for xx = 64, 66, 68, 70",2132,"n(xxZn)/n(67Zn) for xx = 64, 66, 68, 70"
"n(xxZn)/n(68Zn) for xx = 64, 66, 67, 70",2133,"n(xxZn)/n(68Zn) for xx = 64, 66, 67, 70"
"n(xxxCd)/n(111Cd) for xxx = 110, 112, 113, 114, 116",2134,"n(xxxCd)/n(111Cd) for xxx = 110, 112, 113, 114, 116"
"purified peptides or proteins of known sequence containing minimum three of the following amino acids L-Isoleucine, L-Proline, L-Phenylalanine, L-Valine",2135,"purified peptides or proteins of known sequence containing minimum three of the following amino acids L-Isoleucine, L-Proline, L-Phenylalanine, L-Valine"
n(56Fe)/n(57Fe),2136,n(56Fe)/n(57Fe)
Hg,2137,Hg
MeHg,2138,MeHg
"BDE 47, 99, 153, 154",2139,"BDE 47, 99, 153, 154"
tributyltin (TBT),2140,tributyltin (TBT)
dibutyltin (DBT),2141,dibutyltin (DBT)
"PCB 28 2,4,4'-trichlorobiphenyl",2142,"PCB 28 2,4,4'-trichlorobiphenyl"
"PCB 101 2,2',4,5,5'-pentachlorobiphenyl",2143,"PCB 101 2,2',4,5,5'-pentachlorobiphenyl"
"PCB 153 2,2',4,4',5,5'-hexachlorobiphenyl",2144,"PCB 153 2,2',4,4',5,5'-hexachlorobiphenyl"
"PCB 170 2,2',3,3',4,4',5-heptachlorobiphenyl",2145,"PCB 170 2,2',3,3',4,4',5-heptachlorobiphenyl"
235U/238U,2146,235U/238U
234U/238U or 236U/238U,2147,234U/238U or 236U/238U
U isotope,2148,U isotope
Fe isotope,2149,Fe isotope
S isotope,2150,S isotope
Xe isotope,2151,Xe isotope
Kr isotope,2152,Kr isotope
Li isotope amount ratios,2153,Li isotope amount ratios
Li isotope amount content,2154,Li isotope amount content
B isotope amount ratios,2155,B isotope amount ratios
B isotope amount content,2156,B isotope amount content
N isotope amount ratio,2157,N isotope amount ratio
N isotope amount content,2158,N isotope amount content
Mg isotope amount ratios,2159,Mg isotope amount ratios
Mg isotope amount content,2160,Mg isotope amount content
Si isotope amount ratios,2161,Si isotope amount ratios
Cl isotope amount ratios,2162,Cl isotope amount ratios
Cl isotope amount content,2163,Cl isotope amount content
Cr isotope amount ratio,2164,Cr isotope amount ratio
Cr isotope amount content,2165,Cr isotope amount content
Zn isotope amount ratio,2166,Zn isotope amount ratio
Zn isotope amount content,2167,Zn isotope amount content
Cu isotope amount ratio,2168,Cu isotope amount ratio
Cu isotope amount content,2169,Cu isotope amount content
Rb isotope amount ratio,2170,Rb isotope amount ratio
Rb isotope amount content,2171,Rb isotope amount content
Cd isotope amount ratio,2172,Cd isotope amount ratio
Cd isotope amount content,2173,Cd isotope amount content
Organic compounds with molecular weight between 70 – 500 g/mol,2174,Organic compounds with molecular weight between 70 – 500 g/mol
Organic compounds with molecular weight between 501 – 900 g/mol,2175,Organic compounds with molecular weight between 501 – 900 g/mol
Polycyclic Aromatic Hydrocarbons (PAH),2176,Polycyclic Aromatic Hydrocarbons (PAH)
Polychlorinated Biphenyls (PCB),2177,Polychlorinated Biphenyls (PCB)
"Chlorinated Pesticides (molar mass < 500 g/mol, polarity pKow < -2)",2178,"Chlorinated Pesticides (molar mass < 500 g/mol, polarity pKow < -2)"
low polarity organic compounds with Mwt below 500,2179,low polarity organic compounds with Mwt below 500
sodium fluoride,2180,sodium fluoride
carbon isotope delta (δ13C),2181,carbon isotope delta (δ13C)
"5α-androstane-3α,17β-diol",2182,"5α-androstane-3α,17β-diol"
"5β-androstane-3α,17β-diol",2183,"5β-androstane-3α,17β-diol"
isotope ratio of 92Mo/95Mo,2184,isotope ratio of 92Mo/95Mo
isotope ratio of 94Mo/95Mo,2185,isotope ratio of 94Mo/95Mo
isotope ratio of 96Mo/95Mo,2186,isotope ratio of 96Mo/95Mo
isotope ratio of 97Mo/95Mo,2187,isotope ratio of 97Mo/95Mo
isotope ratio of 98Mo/95Mo,2188,isotope ratio of 98Mo/95Mo
isotope ratio of 100Mo/95Mo,2189,isotope ratio of 100Mo/95Mo
isotope ratio of 92Mo/97Mo,2190,isotope ratio of 92Mo/97Mo
isotope ratio of 94Mo/97Mo,2191,isotope ratio of 94Mo/97Mo
isotope ratio of 95Mo/97Mo,2192,isotope ratio of 95Mo/97Mo
isotope ratio of 96Mo/97Mo,2193,isotope ratio of 96Mo/97Mo
isotope ratio of 98Mo/97Mo,2194,isotope ratio of 98Mo/97Mo
isotope ratio of 100Mo/97Mo,2195,isotope ratio of 100Mo/97Mo
isotope ratio of 92Mo/100Mo,2196,isotope ratio of 92Mo/100Mo
isotope ratio of 94Mo/100Mo,2197,isotope ratio of 94Mo/100Mo
isotope ratio of 95Mo/100Mo,2198,isotope ratio of 95Mo/100Mo
isotope ratio of 96Mo/100Mo,2199,isotope ratio of 96Mo/100Mo
isotope ratio of 97Mo/100Mo,2200,isotope ratio of 97Mo/100Mo
isotope ratio of 98Mo/100Mo,2201,isotope ratio of 98Mo/100Mo
total acid expressed as benzoic acid,2202,total acid expressed as benzoic acid
total base expressed as tris (hydroxymethyl) aminomethane,2203,total base expressed as tris (hydroxymethyl) aminomethane
fipronil desulfinyl,2204,fipronil desulfinyl
fipronil-sulfone,2205,fipronil-sulfone
fipronil sulfide,2206,fipronil sulfide
zearalenone(E),2207,zearalenone(E)
"high purity 2,3,5,6-tetramethylpyrazine",2208,"high purity 2,3,5,6-tetramethylpyrazine"
butyl acetate,2209,butyl acetate
PBB-209,2210,PBB-209
erythrosine,2211,erythrosine
allure red,2212,allure red
α-zearalanol,2213,α-zearalanol
"Polycyclic aromatic hydrocarbons with molecular mass of 100 g/mol to 500 g/mol, having low polarity pKow < -2, in mass fraction range from 0.1 to 1000 µg/kg in oil",2214,"Polycyclic aromatic hydrocarbons with molecular mass of 100 g/mol to 500 g/mol, having low polarity pKow < -2, in mass fraction range from 0.1 to 1000 µg/kg in oil"
low polarity pesticides (pKOW < -2) with a molar mass range 100 to 500 g/mol,2215,low polarity pesticides (pKOW < -2) with a molar mass range 100 to 500 g/mol
maganese,2216,maganese
perfluorooctanesulfonate expressed as potassium perfluorooctanesulfonate,2217,perfluorooctanesulfonate expressed as potassium perfluorooctanesulfonate
"PCB 28 (2,4,4’-trichlorobiphenyl)",2218,"PCB 28 (2,4,4’-trichlorobiphenyl)"
"PCB 70 (2,3’,4’,5-tetrachlorobiphenyl)",2219,"PCB 70 (2,3’,4’,5-tetrachlorobiphenyl)"
"PCB 105 (2,3,3’,4,4’-pentachlorobiphenyl)",2220,"PCB 105 (2,3,3’,4,4’-pentachlorobiphenyl)"
"PCB 153 (2,2’,4,4’,5,5’-hexachlorobiphenyl)",2221,"PCB 153 (2,2’,4,4’,5,5’-hexachlorobiphenyl)"
"PCB 170 (2,2’,3,3’,4,4’,5-heptachlorobiphenyl)",2222,"PCB 170 (2,2’,3,3’,4,4’,5-heptachlorobiphenyl)"
"PCB 194 (2,2’,3,3’,4,4’,5,5’-octachlorobiphenyl)",2223,"PCB 194 (2,2’,3,3’,4,4’,5,5’-octachlorobiphenyl)"
okadaic Acid,2224,okadaic Acid
dinophysistoxin-1 (DTX1),2225,dinophysistoxin-1 (DTX1)
"PAHs (Polycyclic aromatic hydrocarbons, pKow<-2 and M.W.<500)",2226,"PAHs (Polycyclic aromatic hydrocarbons, pKow<-2 and M.W.<500)"
"PCBs (Polychlorinated biphenyls, pKow<-2 and M.W.<550)",2227,"PCBs (Polychlorinated biphenyls, pKow<-2 and M.W.<550)"
"Chlorinated pesticides (including DDE, DDT, HCH, endosulfanes, etc, pKow<-2 and M.W.<500)",2228,"Chlorinated pesticides (including DDE, DDT, HCH, endosulfanes, etc, pKow<-2 and M.W.<500)"
"Organophosphorous pesticides (including diazinon, chlorpyrifos, etc, pKow<-2 and M.W.<500)",2229,"Organophosphorous pesticides (including diazinon, chlorpyrifos, etc, pKow<-2 and M.W.<500)"
Phthalate esters ( pKow<-2 and M.W.<500),2230,Phthalate esters ( pKow<-2 and M.W.<500)
"Hexabromocyclododecanes (HBCDs, pKow<-2 and M.W.<500)",2231,"Hexabromocyclododecanes (HBCDs, pKow<-2 and M.W.<500)"
"Polybrominated diphenyl ethers (PBDEs, pKow<-2 and M.W.<500)",2232,"Polybrominated diphenyl ethers (PBDEs, pKow<-2 and M.W.<500)"
"Alkylbenzenes (such as benzene, toluene, ethylbenzene,xylenes, pKow<-2 and M.W.<500)",2233,"Alkylbenzenes (such as benzene, toluene, ethylbenzene,xylenes, pKow<-2 and M.W.<500)"
tri- and tetra-halogenated methanes (halogens are limited to chlorine and bromine),2234,tri- and tetra-halogenated methanes (halogens are limited to chlorine and bromine)
nitogen monoxide,2235,nitogen monoxide
benz(a)anthracene,2236,benz(a)anthracene
benzo(b)fluoranthene,2237,benzo(b)fluoranthene
benzo(a)pyrene,2238,benzo(a)pyrene
ciprofloxacin,2239,ciprofloxacin
organic compounds with molecular weight < 500 g/mol and low polarity (pKow < -2),2240,organic compounds with molecular weight < 500 g/mol and low polarity (pKow < -2)
organic compounds with molecular weight < 500 g/mol and high polarity (pKow > -2),2241,organic compounds with molecular weight < 500 g/mol and high polarity (pKow > -2)
"low polarity, MW < 500 g/mol high purity chemical with demonstrated analyte-specific, non-exchangeable protons and with no interfering resonances from impurity components",2242,"low polarity, MW < 500 g/mol high purity chemical with demonstrated analyte-specific, non-exchangeable protons and with no interfering resonances from impurity components"
"high polarity, MW < 500 g/mol, high purity chemical with demonstrated analyte-specific, non-exchangeable protons and with no interfering resonances from impurity components",2243,"high polarity, MW < 500 g/mol, high purity chemical with demonstrated analyte-specific, non-exchangeable protons and with no interfering resonances from impurity components"
isobuthanol,2244,isobuthanol
Fructuose,2245,Fructuose
Benzo(a)anthracene,2246,Benzo(a)anthracene
Benzo (b) fluoranthene,2247,Benzo (b) fluoranthene
Benzo (k) fluoranthene,2248,Benzo (k) fluoranthene
"Dibenz (a,h) anthracene",2249,"Dibenz (a,h) anthracene"
"Indeno (1,2,3-c,d) pyrene",2250,"Indeno (1,2,3-c,d) pyrene"
benzo(ghi)perylene,2251,benzo(ghi)perylene
hexachlorobezene,2252,hexachlorobezene
low polarity organic compounds with MW < 500 g/mol,2253,low polarity organic compounds with MW < 500 g/mol
high polarity organic compounds with MW < 500 g/mol,2254,high polarity organic compounds with MW < 500 g/mol
butene-1,2255,butene-1
iso-pentane,2256,iso-pentane
"Polycyclic Aromatic Hydrocarbons - PAH (molar mass > 150 g/mol, polarity pKow < -2)",2257,"Polycyclic Aromatic Hydrocarbons - PAH (molar mass > 150 g/mol, polarity pKow < -2)"
Mass fraction purity of organic compounds of low polarity (pKOW < -2) with molar mass below 500 g/mol,2258,Mass fraction purity of organic compounds of low polarity (pKOW < -2) with molar mass below 500 g/mol
Mass fraction purity of organic compounds of high polarity (pKOW > -2) with molar mass below 500 g/mol,2259,Mass fraction purity of organic compounds of high polarity (pKOW > -2) with molar mass below 500 g/mol
Dimethyl terephthalate,2260,Dimethyl terephthalate
Potassium hydrogen phthalate,2261,Potassium hydrogen phthalate
"indeno(1,2,3-cd)pyreno",2262,"indeno(1,2,3-cd)pyreno"
PAHs in toluene of molar mass > 150 g/mol and less than 280 g/mol,2263,PAHs in toluene of molar mass > 150 g/mol and less than 280 g/mol
"proteinogenic amino acids (molar mass of analytes < 500 g/mol, pKow> -2)",2264,"proteinogenic amino acids (molar mass of analytes < 500 g/mol, pKow> -2)"
polycyclic aromatic hydrocarbons (molar mass 100 mg/mol - 500 mg/mol; pKow < -2),2265,polycyclic aromatic hydrocarbons (molar mass 100 mg/mol - 500 mg/mol; pKow < -2)
3-epi-25-hydroxyvitmain D3,2266,3-epi-25-hydroxyvitmain D3
"24,25-hydroxyvitmain D3",2267,"24,25-hydroxyvitmain D3"
2-methyl-1-butanol,2268,2-methyl-1-butanol
3-methyl-1-butanol,2269,3-methyl-1-butanol
Benzo(k)fluoranthene,2270,Benzo(k)fluoranthene
"Indeno(1,2,3)-pyrene",2271,"Indeno(1,2,3)-pyrene"
"dibenz(a,h)anthracene",2272,"dibenz(a,h)anthracene"
2-buthanol,2273,2-buthanol
Naphtalene,2274,Naphtalene
oxidants expressed as potassium iodate,2275,oxidants expressed as potassium iodate
chemically synthesized linear peptides (not crosslinked) of known sequence up to 5 kDa containing peptide impurities of less than 15 %,2276,chemically synthesized linear peptides (not crosslinked) of known sequence up to 5 kDa containing peptide impurities of less than 15 %
bases expressed as tris,2277,bases expressed as tris
benz[a]anthracene (BaA),2278,benz[a]anthracene (BaA)
benzo[a]pyrene (BaP),2279,benzo[a]pyrene (BaP)
naphthalene (Nap),2280,naphthalene (Nap)
(L)-Phenylalanine,2281,(L)-Phenylalanine
(L)-Leucine,2282,(L)-Leucine
(L)-Isoleucine,2283,(L)-Isoleucine
(L)-Proline,2284,(L)-Proline
Peptides in an aqueous calibration solution of purity evaluated recombinant proteins/synthetic peptides up to 10 kDa containing up to 3 disulfide cross links using amino acid based ID LC MS.,2285,Peptides in an aqueous calibration solution of purity evaluated recombinant proteins/synthetic peptides up to 10 kDa containing up to 3 disulfide cross links using amino acid based ID LC MS.
high polarity organic analytes pKow> -2 and <500 g/mol,2286,high polarity organic analytes pKow> -2 and <500 g/mol
"peptide of known sequence containing up to 30 amino acids which must contain at least three of the following AA ( A,G,V,L,I,P,F,K,R)",2287,"peptide of known sequence containing up to 30 amino acids which must contain at least three of the following AA ( A,G,V,L,I,P,F,K,R)"
Zearalenone (ZEN),2288,Zearalenone (ZEN)
"Genomic DNA. Copies of specified intact sequence fragments of a length up to 150 nucleotides from an unprocessed, high fat/oil ground seed matrix",2289,"Genomic DNA. Copies of specified intact sequence fragments of a length up to 150 nucleotides from an unprocessed, high fat/oil ground seed matrix"
sulphur dioxide,2290,sulphur dioxide
Airborne monodisperse polystyrene latex spheres with diameter ranging from 0.3 µm to 2.0 µm,2291,Airborne monodisperse polystyrene latex spheres with diameter ranging from 0.3 µm to 2.0 µm
Airborne monodisperse polystyrene latex spheres with diameter ranging from >2.0 µm to 5.0 µm,2292,Airborne monodisperse polystyrene latex spheres with diameter ranging from >2.0 µm to 5.0 µm
beta-pinene,2293,beta-pinene
Pb-204,2294,Pb-204
Pb-206,2295,Pb-206
Pb-207,2296,Pb-207
Pb-208,2297,Pb-208
Molar mass of Lead,2298,Molar mass of Lead
monodisperse polystyrene latex spheres with nominal diameter ranging from 0.3 μm to 1.5 μm,2299,monodisperse polystyrene latex spheres with nominal diameter ranging from 0.3 μm to 1.5 μm
monodisperse polystyrene latex spheres with nominal diameter ranging from >1.5 μm to 5.0 μm,2300,monodisperse polystyrene latex spheres with nominal diameter ranging from >1.5 μm to 5.0 μm
carbon-dioxide,2301,carbon-dioxide
carbon-monoxide,2302,carbon-monoxide
nitrogen-monoxide,2303,nitrogen-monoxide
acesulfame potassium,2304,acesulfame potassium
aspartame,2305,aspartame
4-cumylphenol,2306,4-cumylphenol
sibutramine,2307,sibutramine
"Methyl-2-[1-{4-fluorobutyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoate (4F-MDMB-BINACA)",2308,"Methyl-2-[1-{4-fluorobutyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoate (4F-MDMB-BINACA)"
"Methyl 2-[1-(5-fluoropentyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoate (5-Fluoro-MDMB-PINACA)",2309,"Methyl 2-[1-(5-fluoropentyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoate (5-Fluoro-MDMB-PINACA)"
Methyl 2-[1-(4-fluorobenzyl)-1H-indazole-3-carboxamido]-3-methylbutanoate (MMB-FUBINACA),2310,Methyl 2-[1-(4-fluorobenzyl)-1H-indazole-3-carboxamido]-3-methylbutanoate (MMB-FUBINACA)
N-ethylhexedrone,2311,N-ethylhexedrone
non-volatiles,2312,non-volatiles
"Germanium, Arsenic, Antimony, Tellerium and Selenium",2313,"Germanium, Arsenic, Antimony, Tellerium and Selenium"
low polarity organic compounds with Mwt 500 - 1000,2314,low polarity organic compounds with Mwt 500 - 1000
"zearalenone(E), and mycotoxins components which mass in the range 100 g/mol to 500 g/mol and polarity (pKow) < -2.",2315,"zearalenone(E), and mycotoxins components which mass in the range 100 g/mol to 500 g/mol and polarity (pKow) < -2."
Chemically synthesized linear peptides (not crosslinked) of known sequence up to 5kDa containing peptide impurities of less than 15 %,2316,Chemically synthesized linear peptides (not crosslinked) of known sequence up to 5kDa containing peptide impurities of less than 15 %
"Quantification of the ratio of the number of copies of specified intact sequence fragments of a length up to 150 nucleotides following extraction from a high fat/oil ground seed matrix, with a copy number ratio from 0.001 to 1",2317,"Quantification of the ratio of the number of copies of specified intact sequence fragments of a length up to 150 nucleotides following extraction from a high fat/oil ground seed matrix, with a copy number ratio from 0.001 to 1"
"Ratio of the number of copies of specified intact sequence fragments of a length up to 150 nucleotides following extraction from a high fat/oil ground seed matrix, with a copy number ratio from 0.001 to 1",2318,"Ratio of the number of copies of specified intact sequence fragments of a length up to 150 nucleotides following extraction from a high fat/oil ground seed matrix, with a copy number ratio from 0.001 to 1"
"Dibenzo[a,h]anthracene",2319,"Dibenzo[a,h]anthracene"
Di-n-octyl phthalate (DNOP),2320,Di-n-octyl phthalate (DNOP)
PCB 103,2321,PCB 103
PCB 204,2322,PCB 204
Total acid content expressed as hydrochloric acid,2323,Total acid content expressed as hydrochloric acid
"chemically synthesized peptides of known sequence, with one cross-link, up to 5 kDa",2324,"chemically synthesized peptides of known sequence, with one cross-link, up to 5 kDa"
"Quantification of the ratio of the number of copies of specified intact sequence fragments of a length up to 150 nucleotides following extraction from a high fat/oil ground seed matrix, with a copy number ratio from 0.001 to 1.",2325,"Quantification of the ratio of the number of copies of specified intact sequence fragments of a length up to 150 nucleotides following extraction from a high fat/oil ground seed matrix, with a copy number ratio from 0.001 to 1."
PCB 33,2326,PCB 33
Di(2-ethylhexyl) Phthalate (DEHP),2327,Di(2-ethylhexyl) Phthalate (DEHP)
"Di-n-butyl phthalate (DBP),",2328,"Di-n-butyl phthalate (DBP),"
Benzyl butyl phthalate (BBP),2329,Benzyl butyl phthalate (BBP)
PCB 199,2330,PCB 199
Di-n-butyl phthalate (DBP),2331,Di-n-butyl phthalate (DBP)
Di-iso-Butyl Phthalate,2332,Di-iso-Butyl Phthalate
Di-iso-Butyl Phthalate (DisoBP),2333,Di-iso-Butyl Phthalate (DisoBP)
Di-methyl Phthalate (DMP),2334,Di-methyl Phthalate (DMP)
Di-ethyl Phthalate (DEP),2335,Di-ethyl Phthalate (DEP)
Fluoroquinolones (200-500 g/mol),2336,Fluoroquinolones (200-500 g/mol)
Sulfonamides (200-500 g/mol),2337,Sulfonamides (200-500 g/mol)
PAHs (100-500 g/mol),2338,PAHs (100-500 g/mol)
low polarity organic compounds with molar mass below 500 g/mol,2339,low polarity organic compounds with molar mass below 500 g/mol
high polarity organic compounds with molar mass below 500 g/mol,2340,high polarity organic compounds with molar mass below 500 g/mol
hydrogen ions,2341,hydrogen ions
total acid expressed as boric acid,2342,total acid expressed as boric acid
potassium chloride,2343,potassium chloride
Benzyl Butyl Phthalate,2344,Benzyl Butyl Phthalate
Bis (2-ethylhexyl) Phthalate,2345,Bis (2-ethylhexyl) Phthalate
semicarbazide (SEM),2346,semicarbazide (SEM)
high polarity organic compounds (pKow > and = -2) with Mwt between 75-500 g/mol,2347,high polarity organic compounds (pKow > and = -2) with Mwt between 75-500 g/mol
low polarity organic compounds (pKow < -2) with Mwt between 75-500 g/mol,2348,low polarity organic compounds (pKow < -2) with Mwt between 75-500 g/mol
low polarity organic compounds (pKow < -2) with Mwt 501 - 1000 g/mol,2349,low polarity organic compounds (pKow < -2) with Mwt 501 - 1000 g/mol
Di(2-ethylhexyl) phthalate  (DEHP),2350,Di(2-ethylhexyl) phthalate  (DEHP)
Di-n-butyl phthalate  (DBP),2351,Di-n-butyl phthalate  (DBP)
Benzyl butyl phthalate  (BBP),2352,Benzyl butyl phthalate  (BBP)
non-polar organic additives compounds with molecular mass range from 100 g/mol to 800 g/mol,2353,non-polar organic additives compounds with molecular mass range from 100 g/mol to 800 g/mol
non-polar organic compounds (pKow<-2) with molecular mass range from 75 g/mol to 500 g/mol,2354,non-polar organic compounds (pKow<-2) with molecular mass range from 75 g/mol to 500 g/mol
trans-zearalenone,2355,trans-zearalenone
Di-n-octyl phthalate  (DNOP),2356,Di-n-octyl phthalate  (DNOP)
"non-polar organic compounds with molecular mass range 300-500 g/mol, and polarity pKow<-2;",2357,"non-polar organic compounds with molecular mass range 300-500 g/mol, and polarity pKow<-2;"
"polar organic compounds with molecular mass range 300-500 g/mol, and polarity pKow>-2",2358,"polar organic compounds with molecular mass range 300-500 g/mol, and polarity pKow>-2"
ochratoxin-A,2359,ochratoxin-A
deoxynivalenol,2360,deoxynivalenol
"Aflatoxins (AFB1, AFB2, AFG1, AFG2, total aflatoxin)",2361,"Aflatoxins (AFB1, AFB2, AFG1, AFG2, total aflatoxin)"
"Non-polar pesticides, PAHs in molecular mass range 100-500, and polarity <-2 (NON-POLAR)",2362,"Non-polar pesticides, PAHs in molecular mass range 100-500, and polarity <-2 (NON-POLAR)"
